organization_name,city,province,region,country,website,organization_type,sector,certification_date,estimated_expiry_date,certifier,source,cis_preselection_notes
SEGESTA SERVIZI SCPA,CAVALLINO,VE,Veneto,Italia,,azienda certificata PdR125,,2023-11-27,2026-11-27,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-27; scadenza stimata 2026-11-27 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
SERVIZI ITALIA S.p.A.,TREVISO,TV,Veneto,Italia,,azienda certificata PdR125,,2023-11-27,2026-11-27,SGS ICS ITALIA S.R.L.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-27; scadenza stimata 2026-11-27 assumendo validità triennale; ente certificatore: SGS ICS ITALIA S.R.L.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
TONELLO ENERGIE S.R.L,BREGANZE,VI,Veneto,Italia,,azienda certificata PdR125,,2023-11-27,2026-11-27,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-27; scadenza stimata 2026-11-27 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ZANATTA VETRO S.P.A.,Montebelluna,TV,Veneto,Italia,,azienda certificata PdR125,,2023-11-28,2026-11-28,SMC Società Mediterranea Certificazioni S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-28; scadenza stimata 2026-11-28 assumendo validità triennale; ente certificatore: SMC Società Mediterranea Certificazioni S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ALMAVIVA DIGITALTEC S.r.l,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-29,2026-11-29,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-29; scadenza stimata 2026-11-29 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ALMAVIVA S.p.A.,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-29,2026-11-29,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-29; scadenza stimata 2026-11-29 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ALMAWAVE S.p.A.,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-29,2026-11-29,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-29; scadenza stimata 2026-11-29 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
BIRRA PERONI S.R.L,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-29,2026-11-29,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-29; scadenza stimata 2026-11-29 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
HEWLETT PACKARD ITALIANA S.r.l.,TORINO,VI,Veneto,Italia,,azienda certificata PdR125,,2023-11-29,2026-11-29,SGS ICS ITALIA S.R.L.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-29; scadenza stimata 2026-11-29 assumendo validità triennale; ente certificatore: SGS ICS ITALIA S.R.L.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
REACTIVE S.r.l.,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-29,2026-11-29,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-29; scadenza stimata 2026-11-29 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
SAIPEM S.p.A.,Marghera,VE,Veneto,Italia,,azienda certificata PdR125,,2023-11-29,2026-11-29,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-29; scadenza stimata 2026-11-29 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ADIGE STRADE SRL,Trevenzuolo,VR,Veneto,Italia,,azienda certificata PdR125,,2023-11-30,2026-11-30,DIMITTO Italia S.r.l. Società Benefit,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-30; scadenza stimata 2026-11-30 assumendo validità triennale; ente certificatore: DIMITTO Italia S.r.l. Società Benefit. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ALL.CO S.p.A.,Vigonza,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-30,2026-11-30,KIWA CERMET Italia S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-30; scadenza stimata 2026-11-30 assumendo validità triennale; ente certificatore: KIWA CERMET Italia S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
CONSILIA CFO SRL,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-30,2026-11-30,AFNOR ITALIA S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-30; scadenza stimata 2026-11-30 assumendo validità triennale; ente certificatore: AFNOR ITALIA S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
JAKALA CIVITAS S.p.A.,RONCADE,TV,Veneto,Italia,,azienda certificata PdR125,,2023-11-30,2026-11-30,ACM Cert S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-30; scadenza stimata 2026-11-30 assumendo validità triennale; ente certificatore: ACM Cert S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Maggioli S.p.A.,Thiene,VI,Veneto,Italia,,azienda certificata PdR125,,2023-11-30,2026-11-30,SI CERT ITALY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-30; scadenza stimata 2026-11-30 assumendo validità triennale; ente certificatore: SI CERT ITALY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
VALORITALIA SOCIETA' PER LA CERTIFICAZIONE DELLE QUALITA' E DELLE PRODUZIONI VITIVINICOLE E AGROALIMENTARI ITALIANE S.R.L.,VÒ,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-30,2026-11-30,RINA Services S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-30; scadenza stimata 2026-11-30 assumendo validità triennale; ente certificatore: RINA Services S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
EVIMED S.r.l.,Vicenza,VI,Veneto,Italia,,azienda certificata PdR125,,2023-12-01,2026-12-01,DEKRA Testing and Certification S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-01; scadenza stimata 2026-12-01 assumendo validità triennale; ente certificatore: DEKRA Testing and Certification S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Igeam Consulting S.r.l.,Vicenza,VI,Veneto,Italia,,azienda certificata PdR125,,2023-12-01,2026-12-01,DEKRA Testing and Certification S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-01; scadenza stimata 2026-12-01 assumendo validità triennale; ente certificatore: DEKRA Testing and Certification S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
MARKAS S.R.L.,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-01,2026-12-01,RINA Services S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-01; scadenza stimata 2026-12-01 assumendo validità triennale; ente certificatore: RINA Services S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ZINCOL ITALIA S.P.A.,Noale,VE,Veneto,Italia,,azienda certificata PdR125,,2023-12-01,2026-12-01,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-01; scadenza stimata 2026-12-01 assumendo validità triennale; ente certificatore: GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
B.T.V. S.P.A.,Vicenza,VI,Veneto,Italia,,azienda certificata PdR125,,2023-12-04,2026-12-04,CERTITALIA S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-04; scadenza stimata 2026-12-04 assumendo validità triennale; ente certificatore: CERTITALIA S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ETT S.P.A.,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-04,2026-12-04,APAVE CERTIFICATION ITALIA S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-04; scadenza stimata 2026-12-04 assumendo validità triennale; ente certificatore: APAVE CERTIFICATION ITALIA S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
EXPRIVIA S.p.A.,Vicenza,VI,Veneto,Italia,,azienda certificata PdR125,,2023-12-04,2026-12-04,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-04; scadenza stimata 2026-12-04 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
BANCA CREDIFARMA S.P.A.,VICENZA,VI,Veneto,Italia,,azienda certificata PdR125,,2023-12-05,2026-12-05,CERTIQUALITY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-05; scadenza stimata 2026-12-05 assumendo validità triennale; ente certificatore: CERTIQUALITY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
BANCA IFIS S.P.A.,SILEA,TV,Veneto,Italia,,azienda certificata PdR125,,2023-12-05,2026-12-05,CERTIQUALITY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-05; scadenza stimata 2026-12-05 assumendo validità triennale; ente certificatore: CERTIQUALITY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
IBM ITALIA S.P.A,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-05,2026-12-05,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-05; scadenza stimata 2026-12-05 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
IFIS NPL INVESTING S.P.A.,VENEZIA,VE,Veneto,Italia,,azienda certificata PdR125,,2023-12-05,2026-12-05,CERTIQUALITY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-05; scadenza stimata 2026-12-05 assumendo validità triennale; ente certificatore: CERTIQUALITY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
IFIS NPL SERVICES S.R.L.,VENEZIA,VE,Veneto,Italia,,azienda certificata PdR125,,2023-12-05,2026-12-05,CERTIQUALITY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-05; scadenza stimata 2026-12-05 assumendo validità triennale; ente certificatore: CERTIQUALITY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
PROV. CONGREGAZIONE FRA.SCUOLE CRISTIANE,PIEVE DEL GRAPPA,VI,Veneto,Italia,,azienda certificata PdR125,,2023-12-05,2026-12-05,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-05; scadenza stimata 2026-12-05 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
SOPRA STERIA GROUP S.p.A.,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-05,2026-12-05,AFNOR ITALIA S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-05; scadenza stimata 2026-12-05 assumendo validità triennale; ente certificatore: AFNOR ITALIA S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Spix Italia S.r.l.,San Donà di Piave,VE,Veneto,Italia,,azienda certificata PdR125,,2023-12-05,2026-12-05,SI CERT ITALY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-05; scadenza stimata 2026-12-05 assumendo validità triennale; ente certificatore: SI CERT ITALY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Eva S.r.l.,Mestre,VE,Veneto,Italia,,azienda certificata PdR125,,2023-12-07,2026-12-07,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-07; scadenza stimata 2026-12-07 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
VEGA CARBURANTI S.p.A.,Paese,TV,Veneto,Italia,,azienda certificata PdR125,,2023-12-07,2026-12-07,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-07; scadenza stimata 2026-12-07 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Present S.p.A.,Verona,VR,Veneto,Italia,,azienda certificata PdR125,,2023-12-08,2026-12-08,SQS Italia S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-08; scadenza stimata 2026-12-08 assumendo validità triennale; ente certificatore: SQS Italia S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
VERALLIA ITALIA S.P.A.,LONIGO,VI,Veneto,Italia,,azienda certificata PdR125,,2023-12-10,2026-12-10,CERTIQUALITY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-10; scadenza stimata 2026-12-10 assumendo validità triennale; ente certificatore: CERTIQUALITY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
VERALLIA ITALIA SPA,GAZZO VERONESE,VR,Veneto,Italia,,azienda certificata PdR125,,2023-12-10,2026-12-10,CERTIQUALITY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-10; scadenza stimata 2026-12-10 assumendo validità triennale; ente certificatore: CERTIQUALITY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ACQUE DEL CHIAMPO S.p.A. Società Benefit,Arzignano,VI,Veneto,Italia,,azienda certificata PdR125,,2023-12-11,2026-12-11,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-11; scadenza stimata 2026-12-11 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ACQUE DEL CHIAMPO S.p.A. Società Benefit - Depuratore,Lonigo,VI,Veneto,Italia,,azienda certificata PdR125,,2023-12-11,2026-12-11,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-11; scadenza stimata 2026-12-11 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ACQUE DEL CHIAMPO S.p.A. Società Benefit- Depuratore,Montecchio Maggiore,VI,Veneto,Italia,,azienda certificata PdR125,,2023-12-11,2026-12-11,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-11; scadenza stimata 2026-12-11 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
GRUPPO ADIGE BITUMI S.p.A.,Sarcedo,VI,Veneto,Italia,,azienda certificata PdR125,,2023-12-11,2026-12-11,KIWA CERMET Italia S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-11; scadenza stimata 2026-12-11 assumendo validità triennale; ente certificatore: KIWA CERMET Italia S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
GS INDUSTRY SPA,Galliera Veneta,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-11,2026-12-11,DIMITTO Italia S.r.l. Società Benefit,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-11; scadenza stimata 2026-12-11 assumendo validità triennale; ente certificatore: DIMITTO Italia S.r.l. Società Benefit. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Illycaffè S.p.A.,Venezia,VE,Veneto,Italia,,azienda certificata PdR125,,2023-12-11,2026-12-11,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-11; scadenza stimata 2026-12-11 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
TINEXTA INFOCERT SPA,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-11,2026-12-11,CSQA Certificazioni S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-11; scadenza stimata 2026-12-11 assumendo validità triennale; ente certificatore: CSQA Certificazioni S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
